0.500, 0.000, 0.500
0.462, 0.191, 0.500
0.354, 0.354, 0.500
0.191, 0.462, 0.500
0.000, 0.500, 0.500
-0.191, 0.462, 0.500
-0.354, 0.354, 0.500
-0.462, 0.191, 0.500
-0.500, 0.000, 0.500
-0.462, -0.191, 0.500
-0.354, -0.354, 0.500
-0.191, -0.462, 0.500
-0.000, -0.500, 0.500
0.191, -0.462, 0.500
0.354, -0.354, 0.500
0.462, -0.191, 0.500
0.500, 0.000, 0.500
