1.500, 0.000
1.443, 0.287
1.280, 0.530
1.037, 0.693
0.750, 0.750
0.463, 0.693
0.220, 0.530
0.057, 0.287
0.000, 0.000
-0.057, -0.287
-0.220, -0.530
-0.463, -0.693
-0.750, -0.750
-1.037, -0.693
-1.280, -0.530
-1.443, -0.287
-1.500, 0.000
-1.443, 0.287
-1.280, 0.530
-1.037, 0.693
-0.750, 0.750
-0.463, 0.693
-0.220, 0.530
-0.057, 0.287
0.000, 0.000
0.057, -0.287
0.220, -0.530
0.463, -0.693
0.750, -0.750
1.037, -0.693
1.280, -0.530
1.443, -0.287
